"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX18040014","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040014_SRR22059178_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040014_SRR22059178_2.fastq.gz","SRR22059178","SRX18040014","SAMN31467971","SRS15546568","PRJNA894694","SRP404734","SRA1528442","21089FL-01-05-07_S51_L004_R1_001.fastq.gz","21089FL-01-05-07","C-214","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-05-07","HiSeq X Ten","ILLUMINA","13904713898","46042099","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 90","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 90","61bd3a78725162ba28bfd0ce2047104f;d69e1bdb2c7c45bc7b8240814e278ace","3135636176;3456879241","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/078/SRR22059178/SRR22059178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/078/SRR22059178/SRR22059178_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/078/SRR22059178/SRR22059178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/078/SRR22059178/SRR22059178_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/078/SRR22059178/SRR22059178_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/078/SRR22059178/SRR22059178_2.fastq.gz"
"SRX18040015","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040015_SRR22059177_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040015_SRR22059177_2.fastq.gz","SRR22059177","SRX18040015","SAMN31467972","SRS15546569","PRJNA894694","SRP404734","SRA1528442","21089FL-01-05-09_S53_L004_R1_001.fastq.gz","21089FL-01-05-09","I-17","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-05-09","HiSeq X Ten","ILLUMINA","17428606636","57710618","6565","Crassostrea virginica","Control group: biological replicate for family 120","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Control group: biological replicate for family 120","e174807a78ed31534fb0e09224a818fb;92cc1211fa68c7dcfc57b07cc8d12609","2992748660;3015216587","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/077/SRR22059177/SRR22059177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/077/SRR22059177/SRR22059177_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/077/SRR22059177/SRR22059177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/077/SRR22059177/SRR22059177_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/077/SRR22059177/SRR22059177_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/077/SRR22059177/SRR22059177_2.fastq.gz"
"SRX18040016","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040016_SRR22059176_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040016_SRR22059176_2.fastq.gz","SRR22059176","SRX18040016","SAMN31467973","SRS15546570","PRJNA894694","SRP404734","SRA1528442","21089FL-01-05-10_S54_L004_R1_001.fastq.gz","21089FL-01-05-10","I-205","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-05-10","HiSeq X Ten","ILLUMINA","7587948414","25125657","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 120","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 120","1adf4dffb46b295ce5c120c0beb1eb69;c2f6dcb565357fe16c2b703d9ead041a","1251022034;1261721237","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/076/SRR22059176/SRR22059176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/076/SRR22059176/SRR22059176_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/076/SRR22059176/SRR22059176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/076/SRR22059176/SRR22059176_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/076/SRR22059176/SRR22059176_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/076/SRR22059176/SRR22059176_2.fastq.gz"
"SRX18040017","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040017_SRR22059175_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040017_SRR22059175_2.fastq.gz","SRR22059175","SRX18040017","SAMN31467938","SRS15546571","PRJNA894694","SRP404734","SRA1528442","21089FL-01-01-05_S25_L002_R1_001.fastq.gz","21089FL-01-01-05","B-239","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-01-05","HiSeq X Ten","ILLUMINA","15312348280","50703140","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 89","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 89","2f52e01dba81c991d8d2d31477fc211c;cbdb43e5dbf157290412f1c0240e0d0e","3308523191;3697381345","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/075/SRR22059175/SRR22059175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/075/SRR22059175/SRR22059175_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/075/SRR22059175/SRR22059175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/075/SRR22059175/SRR22059175_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/075/SRR22059175/SRR22059175_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/075/SRR22059175/SRR22059175_2.fastq.gz"
"SRX18040018","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040018_SRR22059174_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040018_SRR22059174_2.fastq.gz","SRR22059174","SRX18040018","SAMN31467974","SRS15546572","PRJNA894694","SRP404734","SRA1528442","21089FL-01-06-01_S57_L005_R1_001.fastq.gz","21089FL-01-06-01","A-214","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-06-01","HiSeq X Ten","ILLUMINA","8877145342","29394521","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 84","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 84","9e67cdd7d26c16aa4508cdcc7f0fc1ec;eb26ead1157ef6bc46319856ede44a40","1430159872;1439678420","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/074/SRR22059174/SRR22059174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/074/SRR22059174/SRR22059174_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/074/SRR22059174/SRR22059174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/074/SRR22059174/SRR22059174_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/074/SRR22059174/SRR22059174_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/074/SRR22059174/SRR22059174_2.fastq.gz"
"SRX18040019","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040019_SRR22059173_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040019_SRR22059173_2.fastq.gz","SRR22059173","SRX18040019","SAMN31467975","SRS15546573","PRJNA894694","SRP404734","SRA1528442","21089FL-01-06-02_S58_L005_R1_001.fastq.gz","21089FL-01-06-02","B-33","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-06-02","HiSeq X Ten","ILLUMINA","10346185384","34258892","6565","Crassostrea virginica","Control group: biological replicate for family 89","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Control group: biological replicate for family 89","f04f789b354a883798ec1ea80b5151c7;09d20d596e570d206dc6bce73b77ae45","1781459796;1788985166","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/073/SRR22059173/SRR22059173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/073/SRR22059173/SRR22059173_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/073/SRR22059173/SRR22059173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/073/SRR22059173/SRR22059173_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/073/SRR22059173/SRR22059173_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/073/SRR22059173/SRR22059173_2.fastq.gz"
"SRX18040020","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040020_SRR22059172_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040020_SRR22059172_2.fastq.gz","SRR22059172","SRX18040020","SAMN31467976","SRS15546574","PRJNA894694","SRP404734","SRA1528442","21089FL-01-06-03_S59_L005_R1_001.fastq.gz","21089FL-01-06-03","B-113","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-06-03","HiSeq X Ten","ILLUMINA","6962920758","23056029","6565","Crassostrea virginica","Dose 1x10^6: biological replicate for family 89","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^6: biological replicate for family 89","a64598ac1c204ad03c895eb94f44202d;06b2e322f0e71fc2eb953e43e67393d0","1572159080;1668540216","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/072/SRR22059172/SRR22059172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/072/SRR22059172/SRR22059172_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/072/SRR22059172/SRR22059172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/072/SRR22059172/SRR22059172_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/072/SRR22059172/SRR22059172_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/072/SRR22059172/SRR22059172_2.fastq.gz"
"SRX18040021","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040021_SRR22059171_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040021_SRR22059171_2.fastq.gz","SRR22059171","SRX18040021","SAMN31467977","SRS15546575","PRJNA894694","SRP404734","SRA1528442","21089FL-01-06-04_S60_L005_R1_001.fastq.gz","21089FL-01-06-04","C-174","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-06-04","HiSeq X Ten","ILLUMINA","7141307930","23646715","6565","Crassostrea virginica","Dose 1x10^7: biological replicate for family 90","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^7: biological replicate for family 90","ed800a68999a3bf1fe08a44e91e1fdb9;97a22ff7da12019deb59d2c528badf08","1133432134;1142750749","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/071/SRR22059171/SRR22059171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/071/SRR22059171/SRR22059171_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/071/SRR22059171/SRR22059171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/071/SRR22059171/SRR22059171_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/071/SRR22059171/SRR22059171_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/071/SRR22059171/SRR22059171_2.fastq.gz"
"SRX18040022","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040022_SRR22059170_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040022_SRR22059170_2.fastq.gz","SRR22059170","SRX18040022","SAMN31467978","SRS15546576","PRJNA894694","SRP404734","SRA1528442","21089FL-01-06-05_S61_L005_R1_001.fastq.gz","21089FL-01-06-05","C-208","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-06-05","HiSeq X Ten","ILLUMINA","10972625192","36333196","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 90","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 90","27532a4ef701c583d9cec74e14c68825;1927a76828702fe63a271a27349d164b","2487569575;2708976920","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/070/SRR22059170/SRR22059170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/070/SRR22059170/SRR22059170_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/070/SRR22059170/SRR22059170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/070/SRR22059170/SRR22059170_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/070/SRR22059170/SRR22059170_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/070/SRR22059170/SRR22059170_2.fastq.gz"
"SRX18040023","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040023_SRR22059169_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040023_SRR22059169_2.fastq.gz","SRR22059169","SRX18040023","SAMN31467979","SRS15546577","PRJNA894694","SRP404734","SRA1528442","21089FL-01-06-08_S64_L005_R1_001.fastq.gz","21089FL-01-06-08","I-26","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-06-08","HiSeq X Ten","ILLUMINA","19700304996","65232798","6565","Crassostrea virginica","Control group: biological replicate for family 120","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Control group: biological replicate for family 120","b5048791656eedada7a5c13d89579ca6;74f246eb973b8254ccc27407110f4170","4611765648;5007053219","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/069/SRR22059169/SRR22059169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/069/SRR22059169/SRR22059169_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/069/SRR22059169/SRR22059169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/069/SRR22059169/SRR22059169_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/069/SRR22059169/SRR22059169_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/069/SRR22059169/SRR22059169_2.fastq.gz"
"SRX18040024","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040024_SRR22059168_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040024_SRR22059168_2.fastq.gz","SRR22059168","SRX18040024","SAMN31467980","SRS15546578","PRJNA894694","SRP404734","SRA1528442","21089FL-01-06-09_S65_L005_R1_001.fastq.gz","21089FL-01-06-09","I-230","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-06-09","HiSeq X Ten","ILLUMINA","20056278436","66411518","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 120","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 120","34e46f64e40067bf236608ec4329ebeb;579958770d7086c7f01df563b59a2ebc","4615139296;5041906129","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/068/SRR22059168/SRR22059168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/068/SRR22059168/SRR22059168_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/068/SRR22059168/SRR22059168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/068/SRR22059168/SRR22059168_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/068/SRR22059168/SRR22059168_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/068/SRR22059168/SRR22059168_2.fastq.gz"
"SRX18040025","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040025_SRR22059165_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040025_SRR22059165_2.fastq.gz","SRR22059165","SRX18040025","SAMN31467982","SRS15546579","PRJNA894694","SRP404734","SRA1528442","21089FL-01-07-02_S69_L006_R1_001.fastq.gz","21089FL-01-07-02","A-221","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-07-02","HiSeq X Ten","ILLUMINA","19108541130","63273315","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 84","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 84","df5454e226dd1f8e0f33d0a5a2f50a71;b325c8ab393b7941783c588ce15f6794","3160301031;3181135115","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/065/SRR22059165/SRR22059165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/065/SRR22059165/SRR22059165_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/065/SRR22059165/SRR22059165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/065/SRR22059165/SRR22059165_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/065/SRR22059165/SRR22059165_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/065/SRR22059165/SRR22059165_2.fastq.gz"
"SRX18040026","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040026_SRR22059164_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040026_SRR22059164_2.fastq.gz","SRR22059164","SRX18040026","SAMN31467981","SRS15546580","PRJNA894694","SRP404734","SRA1528442","21089FL-01-07-01_S68_L006_R1_001.fastq.gz","21089FL-01-07-01","A-163","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-07-01","HiSeq X Ten","ILLUMINA","12135879362","40185031","6565","Crassostrea virginica","Dose 1x10^7: biological replicate for family 84","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^7: biological replicate for family 84","78abc699189b30a4201dee54555ebf5c;0f1ae24abc2319d21a75bdbae6a0a88e","2045191882;2057922616","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/064/SRR22059164/SRR22059164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/064/SRR22059164/SRR22059164_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/064/SRR22059164/SRR22059164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/064/SRR22059164/SRR22059164_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/064/SRR22059164/SRR22059164_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/064/SRR22059164/SRR22059164_2.fastq.gz"
"SRX18040027","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040027_SRR22059163_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040027_SRR22059163_2.fastq.gz","SRR22059163","SRX18040027","SAMN31467945","SRS15546581","PRJNA894694","SRP404734","SRA1528442","21089FL-01-02-04_S4_L001_R1_001.fastq.gz","21089FL-01-02-04","B-197","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-02-04","HiSeq X Ten","ILLUMINA","8332283586","27590343","6565","Crassostrea virginica","Dose 1x10^8: biological replicate for family 89","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^8: biological replicate for family 89","19ba79502e87db71137b233a4888dedb;acae840a7895de7433ad6f6167084d8b","1879279506;2077034140","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/063/SRR22059163/SRR22059163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/063/SRR22059163/SRR22059163_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/063/SRR22059163/SRR22059163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/063/SRR22059163/SRR22059163_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/063/SRR22059163/SRR22059163_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/063/SRR22059163/SRR22059163_2.fastq.gz"
"SRX18040028","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040028_SRR22059161_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040028_SRR22059161_2.fastq.gz","SRR22059161","SRX18040028","SAMN31467946","SRS15546582","PRJNA894694","SRP404734","SRA1528442","21089FL-01-02-05_S5_L001_R1_001.fastq.gz","21089FL-01-02-05","C-127","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-02-05","HiSeq X Ten","ILLUMINA","9129866794","30231347","6565","Crassostrea virginica","Dose 1x10^6: biological replicate for family 90","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^6: biological replicate for family 90","ceb35b30a740906bce11de2dbb33151c;810d68f0b9ac5d2d3ca0075c6a85afc2","2037476615;2341168360","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/061/SRR22059161/SRR22059161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/061/SRR22059161/SRR22059161_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/061/SRR22059161/SRR22059161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/061/SRR22059161/SRR22059161_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/061/SRR22059161/SRR22059161_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/061/SRR22059161/SRR22059161_2.fastq.gz"
"SRX18040029","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040029_SRR22059160_1.fastq.gz","/gscratch/scrubbed/strigg/analyses/20241205_FetchNGS/fastq/SRX18040029_SRR22059160_2.fastq.gz","SRR22059160","SRX18040029","SAMN31467947","SRS15546583","PRJNA894694","SRP404734","SRA1528442","21089FL-01-02-08_S8_L001_R1_001.fastq.gz","21089FL-01-02-08","I-120","PRJNA894694","PAIRED","PolyA","TRANSCRIPTOMIC","RNA-Seq","21089FL-01-02-08","HiSeq X Ten","ILLUMINA","15462598112","51200656","6565","Crassostrea virginica","Dose 1x10^6: biological replicate for family 120","HiSeq X Ten sequencing: RNA-Seq of Crassostrea virginica: mantle tissue","Understanding Crassostrea virginica tolerance of Perkinsus marinus through global gene expression analysis","Dose 1x10^6: biological replicate for family 120","bf3f76739f6c0c9a79e6c618c890671f;66ac255d92ebc72f8a56054b79632562","3484243000;3917916575","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/060/SRR22059160/SRR22059160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/060/SRR22059160/SRR22059160_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/060/SRR22059160/SRR22059160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/060/SRR22059160/SRR22059160_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/060/SRR22059160/SRR22059160_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR220/060/SRR22059160/SRR22059160_2.fastq.gz"
