Row.names,logFC,logCPM,LR,PValue,FDR,Protein.Name
gene21734,0.05071589,5.44088447,0.007310394,0.931863225,0.993795637,tripeptidyl-peptidase 2-like
gene21735,0.289755046,4.646930008,0.349340568,0.554486656,0.972708121,uncharacterized protein LOC111133787 isoform X1
gene21743,0.021644382,3.996656879,0.002026444,0.964094526,0.997988052,cell growth-regulating nucleolar protein-like
gene21746,0.091833402,4.764223486,0.044038246,0.833782473,0.992241237,tetraspanin-33-like
gene21748,0.147136432,4.94326828,0.183541689,0.668347072,0.98354685,cullin-4A-like
gene21749,0.114526009,2.664101564,0.018340589,0.892273938,0.993795637,uncharacterize lncRNA
gene21750,-0.596245544,4.99146967,2.162861662,0.141381173,0.865407939,transferrin receptor protein 1-like
gene21753,-0.279655268,5.355994113,0.10393585,0.747156627,0.987968907,mediator of RNA polymerase II transcription subunit 28-like
gene21754,-0.074273545,4.745304436,0.033399662,0.854989674,0.993015535,transmembrane protein 127-like
gene21755,0.394341849,3.495553518,0.371121113,0.542393799,0.969301011,arylacetamide deacetylase-like
gene21759,1.346434912,4.067025724,4.165084704,0.04126535,0.699822258,uncharacterized protein LOC111137175 isoform X1
gene2176,-0.636360009,6.189688762,0.638664594,0.424194781,0.951068363,ficolin-2-like isoform X2
gene21760,0.120461786,6.389204086,0.08022171,0.776997181,0.987968907,"steroid 17-alpha-hydroxylase/17,20 lyase-like"
gene21763,0.734342475,6.040258948,3.077028391,0.079405483,0.799972401,"steroid 17-alpha-hydroxylase/17,20 lyase-like"
gene21766,-1.274311048,3.188732026,1.238218688,0.265814632,0.925386783,deleted in malignant brain tumors 1 protein-like isoform X1
gene21767,0.338562238,3.09772073,0.273765194,0.600817158,0.978656963,deleted in malignant brain tumors 1 protein-like isoform X1
gene21769,1.447799018,4.742225407,1.443739202,0.229535213,0.915303693,deleted in malignant brain tumors 1 protein-like
gene21770,-0.584060342,5.753828097,1.988290926,0.158519693,0.884593411,huntingtin-like isoform X1
gene21771,0.169852641,2.940294943,0.031604777,0.858897856,0.993191414,spore coat protein SP96-like isoform X1
gene21772,-0.056910642,2.92159592,0.005640705,0.940131465,0.995246065,uncharacterized protein LOC111133854
gene21773,0.812362185,2.954360328,1.249778805,0.263594729,0.92508069,motile sperm domain-containing protein 1-like
gene21774,-0.299289813,5.446115982,0.856760332,0.354646881,0.932260097,U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2-like
gene21775,0.226718972,5.173285084,0.505394504,0.477139365,0.957290126,uncharacterized protein LOC111132600
gene21777,-1.661223564,2.92636749,1.476392472,0.224339808,0.911328652,LOW QUALITY PROTEIN: ryncolin-1-like
gene21779,-1.323924474,7.206527523,2.500404631,0.113817052,0.841040494,uncharacterized protein LOC111132602
gene21780,-2.675070232,3.841147101,4.032337604,0.044636053,0.716610788,ficolin-1-like
gene21781,0.171838469,5.912806197,0.026451986,0.870801366,0.993795637,angiopoietin-related protein 7-like
gene21784,-1.963315389,4.886978775,4.902194671,0.026822586,0.62973017,uncharacterized protein LOC111134923
gene21788,-5.077319175,5.985555646,3.274132792,0.070380114,0.783350818,uncharacterized protein LOC111134915
gene21791,-4.448811249,3.777378272,10.01800423,0.001550174,0.273065415,fibrinogen beta chain-like
gene21793,-3.028985229,5.191097963,15.50747766,8.22E-05,0.046229956,ryncolin-1-like
gene21794,-3.526928585,5.707835185,7.849061736,0.005084709,0.400405126,ryncolin-1-like
gene21795,-1.981186965,6.765554403,6.897637179,0.008630975,0.468925105,tenascin-R-like
gene21797,0.395871159,3.331691107,0.54808883,0.45909965,0.956091449,uncharacterized protein LOC111134968
gene21798,0.23510485,6.866387747,1.24464752,0.26457724,0.92508069,uncharacterized protein LOC111132609
gene218,-0.397686361,2.715455207,0.507300916,0.476309609,0.957290126,uncharacterized protein LOC111122198
gene21800,-0.743329299,4.705320932,1.362544659,0.243096956,0.920423107,neutral and basic amino acid transport protein rBAT-like
gene21801,-0.744559602,3.814137831,0.644148314,0.422212612,0.950565135,neutral and basic amino acid transport protein rBAT-like
gene21803,-0.820080383,5.845894109,2.03510014,0.153704061,0.879035169,uncharacterized protein LOC111132938
gene21804,-0.351244496,5.307272757,0.440156374,0.50704699,0.963408471,uncharacterized protein LOC111138221
gene21805,-1.247533882,4.871414337,7.93327994,0.004853374,0.392735569,filamin-A-like isoform X3
gene21807,-0.440635013,4.335392222,0.300094575,0.583823137,0.97701797,uncharacterized protein LOC111136619
gene21809,0.029030111,4.033904925,0.004790138,0.944821811,0.995857469,bridging integrator 3-like
gene21810,-0.49975985,3.720068357,0.950886292,0.329493802,0.932260097,zinc finger and BTB domain-containing protein 41-like
gene21811,-0.545537395,4.763969037,2.133071146,0.144151683,0.870450554,uncharacterized protein LOC111134126
gene21813,-0.175118137,4.915286404,0.126536702,0.722050283,0.986220354,uncharacterized protein LOC111135323 isoform X1
gene21814,-0.195555331,6.755727417,0.503567153,0.477936926,0.958016327,serine/threonine-protein kinase PAK 3-like isoform X1
gene21816,-0.697335713,4.985993111,3.325023301,0.068233048,0.778037093,uncharacterized protein LOC111136430
gene21819,-0.228053106,4.333938451,0.24740046,0.618911471,0.978656963,charged multivesicular body protein 7-like
gene2182,-0.317636629,4.806297918,0.489198994,0.484284833,0.959086507,cytoskeleton-associated protein 5-like
gene21820,-0.490186901,3.084085816,0.332256543,0.564333365,0.974871053,lateral signaling target protein 2 homolog
gene21821,0.782085618,4.555534246,2.224617103,0.135826326,0.863321167,zinc transporter ZIP13-like
gene21822,-0.243683417,4.73378062,0.19947695,0.655143369,0.981269265,uncharacterized F-box/LRR-repeat protein C02F5.7-like isoform X1
gene21824,0.111837285,4.476639709,0.017169422,0.895749883,0.993795637,importin-5-like
gene21825,-0.062415524,7.623727451,0.049709212,0.823570041,0.992241237,cAMP-dependent protein kinase catalytic subunit PRKX-like
gene21831,0.457906637,5.348660994,0.72233437,0.39537926,0.943335498,methyltransferase-like protein 27
gene21832,0.344097347,2.961654603,0.086639046,0.768494203,0.987968907,uncharacterized protein LOC111133419
gene21833,-0.037529644,3.647437872,0.003127597,0.955401617,0.997184316,uncharacterized protein LOC111136546 isoform X1
gene21834,-0.101854446,4.929103321,0.033558996,0.854648042,0.993015535,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
gene21836,0.253754184,5.517046184,0.096830656,0.75566664,0.987968907,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1
gene21837,-0.183744804,5.220502997,0.056679615,0.811823072,0.991899569,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
gene21839,-0.899525871,5.302676258,1.251576362,0.263251614,0.92508069,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like isoform X1
gene21840,-0.342013343,4.456580006,0.17589133,0.674928206,0.98354685,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
gene21844,0.765565083,4.496528591,0.719942702,0.396162705,0.943422287,probable G-protein coupled receptor 83 isoform X1
gene21845,0.379128927,2.752113741,0.295894943,0.586467442,0.977956509,zinc finger protein 616-like
gene21846,0.024526651,3.549606441,0.002731346,0.958319705,0.997272245,tripartite motif-containing protein 45-like
gene21848,0.181399181,6.298880077,0.301765359,0.58277781,0.97701797,uncharacterized protein LOC111136407
gene21852,1.870697102,3.407107226,7.634519261,0.005726165,0.409269595,galactoside 2-alpha-L-fucosyltransferase 2-like
gene21855,-0.179655822,6.220791989,0.333879339,0.563383672,0.974783993,uncharacterized protein LOC111135909
gene21856,0.860489589,2.725256124,0.899790655,0.34283785,0.932260097,multidrug resistance-associated protein 4-like
gene21857,-1.077587161,5.46309763,1.177773198,0.277809795,0.928733489,mucin-2-like
gene21858,-0.066454074,4.674686682,0.02456451,0.875457098,0.993795637,multidrug resistance-associated protein 4-like isoform X1
gene21859,0.777603866,3.586158831,0.376087429,0.539704652,0.968839751,uncharacterized protein LOC111132615
gene2186,-0.254072823,2.825932397,0.151408202,0.697193246,0.984986922,aquaporin AQPAn.G-like
gene21862,1.08474039,3.902828995,0.728203513,0.39346612,0.941854366,solute carrier family 23 member 1-like isoform X1
gene21865,-1.422703928,4.154284084,3.306394877,0.069010733,0.778037093,uncharacterized protein LOC111135710
gene21866,0.131544529,5.277886353,0.096114646,0.756542993,0.987968907,uncharacterized protein LOC111135709 isoform X1
gene21867,-0.722227726,3.526889109,1.350545937,0.245182698,0.920883779,uncharacterized protein LOC111133686
gene21869,-1.398284508,3.367923027,1.611318285,0.204306591,0.904122737,solute carrier family 23 member 2-like
gene2187,-1.271637018,4.538813937,5.268025539,0.021720636,0.59385357,snRNA-activating protein complex subunit 5-like
gene21871,0.033543144,4.978315874,0.008700346,0.925684582,0.993795637,uncharacterized protein LOC111133061
gene21874,0.530195104,3.674674296,0.599316268,0.43883902,0.953854878,NHL repeat-containing protein 2-like
gene21875,-0.593904305,3.937558755,1.000340766,0.317228067,0.932260097,uncharacterized protein LOC111136307
gene21876,0.132806069,6.008666907,0.22114005,0.638172627,0.981107713,TAR DNA-binding protein 43-like
gene21877,-0.157686532,4.398551721,0.144456476,0.70389026,0.985225163,emopamil-binding protein-like
gene21878,0.111004624,4.941589283,0.07510404,0.784045303,0.98882458,ankyrin repeat and MYND domain-containing protein 1-like isoform X1
gene21879,-0.903471079,5.490790144,2.316448865,0.128011973,0.860254078,adhesion G protein-coupled receptor A3-like
gene2188,-0.097782863,5.321639773,0.070859814,0.790088982,0.989195439,tetratricopeptide repeat protein 39C-like
gene21880,-0.321029244,7.724617593,1.580844255,0.208639127,0.905319868,kidney mitochondrial carrier protein 1-like
gene21881,0.761746285,3.532782271,1.027355424,0.310780613,0.932260097,kidney mitochondrial carrier protein 1-like
gene21883,-0.404300861,5.372846511,1.405280952,0.235841364,0.916485286,macrophage erythroblast attacher-like
gene21884,-0.075413637,7.1173454,0.086460325,0.768726294,0.987968907,C-terminal-binding protein-like isoform X1
gene21885,0.459688427,6.471880682,2.067736755,0.150444635,0.877753091,poly
gene21886,0.802955895,6.179760163,0.308225205,0.578771318,0.97701797,heat shock 70 kDa protein 12A-like
gene21889,0.081957468,4.064807694,0.019362376,0.889332601,0.993795637,LOW QUALITY PROTEIN: poly
gene21891,-0.523071589,3.795366762,0.605643861,0.436432704,0.953854878,heat shock 70 kDa protein 12A-like
gene21894,-0.056225247,2.326511018,0.00558513,0.940426573,0.995272424,"ATP-dependent RNA helicase SUV3 homolog, mitochondrial-like"
gene21895,0.276529233,4.570669193,0.378350017,0.538487605,0.968839751,major surface-labeled trophozoite antigen 417-like
gene21896,-0.341605447,3.079735342,0.290284977,0.590037968,0.978656963,octopamine receptor beta-2R-like
gene21898,0.067892736,2.796025493,0.002875069,0.957238185,0.997184316,uncharacterize lncRNA
gene219,0.577930348,3.585011192,0.817248066,0.365985997,0.936347227,zinc finger protein 385B-like
gene2191,0.155406134,5.277005037,0.141982305,0.706318231,0.98547842,potassium channel subfamily T member 2-like isoform X1
gene21910,3.361597339,2.831193888,6.062482865,0.013808342,0.53393275,deleted in malignant brain tumors 1 protein-like isoform X1
gene21912,0.321442715,5.085765567,0.206066754,0.649867866,0.981107713,serine/threonine-protein kinase haspin homolog isoform X1
gene21915,-0.020324535,6.587000917,0.003365049,0.953741424,0.997184316,26S proteasome non-ATPase regulatory subunit 4-like
gene21916,-0.190811076,3.025987607,0.080734798,0.776304094,0.987968907,3\'-5\' exoribonuclease 1-like isoform X1
gene21918,0.259434597,3.704303026,0.053013238,0.817900589,0.992241237,uncharacterized protein LOC111132343 isoform X1
gene2192,-0.237094013,2.26917104,0.073112788,0.786857337,0.98882458,"beta-1,3-galactosyltransferase brn-like"
gene21920,1.200942599,2.711841673,2.725065846,0.098784048,0.825167704,uncharacterized protein LOC111133750
gene21921,-0.150145562,10.68380282,0.220925409,0.638335706,0.981107713,translationally-controlled tumor protein homolog
gene21922,0.317587912,6.242054719,0.704784065,0.401180833,0.944652119,uncharacterized protein LOC111133749
gene21923,0.52627605,3.968355539,1.573581319,0.209687681,0.905385743,serine/threonine-protein kinase 32B-like
gene21924,-0.445232629,5.795364298,1.475190207,0.224528578,0.911328652,LOW QUALITY PROTEIN: leucine-rich repeat-containing protein 27-like
gene21925,-0.031086036,9.489203217,0.01244967,0.911157945,0.993795637,putative uncharacterized oxidoreductase YDR541C
gene21926,0.345655146,5.091322526,0.812853587,0.36727793,0.937356917,LOW QUALITY PROTEIN: fragile X mental retardation syndrome-related protein 1-like
gene21927,-0.01326553,5.077433298,0.001716465,0.966952903,0.998340714,LOW QUALITY PROTEIN: WD repeat-containing protein 44-like
gene21928,-0.222891322,3.803481132,0.06321922,0.801478331,0.990566224,LOW QUALITY PROTEIN: uncharacterized protein LOC111136144
gene21931,0.978981106,3.007139365,1.15759562,0.281964746,0.928733489,uncharacterized protein LOC111136143
gene21935,-0.180514896,2.746095578,0.082966255,0.773317165,0.987968907,gastrula zinc finger protein XlCGF57.1-like
gene21936,-0.644445396,10.21101561,2.669709929,0.102274662,0.832290607,stimulator of interferon genes protein-like isoform X3
gene21938,-0.417333738,4.992973052,1.048980288,0.305742053,0.932260097,E3 ubiquitin-protein ligase RNF168-like
gene21939,-0.30106531,3.277923838,0.15527723,0.693542413,0.98412449,LOW QUALITY PROTEIN: glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like
gene21941,0.334954181,3.882691405,0.143046675,0.705270796,0.985277371,"LOW QUALITY PROTEIN: inositol 1,4,5-trisphosphate receptor type 3-like"
gene21942,0.127086736,8.767964053,0.382131136,0.53646489,0.967867909,muscleblind-like protein 1 isoform X1
gene21947,0.112144181,2.477297636,0.0165211,0.897726053,0.993795637,uncharacterized protein LOC111133784
gene21949,0.478250424,3.153852493,0.725286084,0.394415433,0.942429485,LOW QUALITY PROTEIN: copper homeostasis protein cutC homolog
gene2195,-0.138609516,3.896027561,0.053058641,0.817823995,0.992241237,uncharacterized protein LOC111099509
gene21950,-1.239777914,3.471223809,3.210897779,0.073149336,0.786945948,protein PXR1-like
gene21951,-1.541615066,3.70807635,4.528432772,0.033336133,0.669756718,caltractin-like
gene21952,0.536548584,4.313942888,1.313149052,0.251825293,0.921674566,LOW QUALITY PROTEIN: major facilitator superfamily domain-containing protein 10-like
gene21954,-1.538737364,2.447895122,2.821848911,0.092989233,0.823220557,E3 ubiquitin-protein ligase TRIM71-like
gene21958,-0.518786317,2.378986771,0.274727697,0.60017788,0.978656963,uncharacterized protein LOC111135023
gene2196,0.262738319,4.596349523,0.193821748,0.659754664,0.98215499,uncharacterized protein LOC111109410
gene21960,-0.553424788,4.138471563,0.42887893,0.512539553,0.964536301,arsenite methyltransferase-like
gene21961,-0.772385644,3.700160059,0.643790897,0.422341383,0.950565135,uncharacterized protein LOC111135021 isoform X1
gene21963,0.041747716,5.565966407,0.007387351,0.931506405,0.993795637,uncharacterized protein LOC111135019 isoform X1
gene21965,-0.654973719,3.013534317,0.528982744,0.467034849,0.956091449,uncharacterized protein LOC111135024
gene21967,-0.996076322,5.09595828,1.978144546,0.159586011,0.884593411,tripartite motif-containing protein 5-like isoform X1
gene2197,2.088086771,2.575864702,7.628944377,0.005743891,0.409269595,"enoyl-CoA hydratase domain-containing protein 3, mitochondrial-like"
gene21971,1.181759454,2.474706401,1.405034947,0.235882372,0.916485286,E3 ubiquitin-protein ligase TRIM71-like isoform X1
gene2198,0.047658143,7.259637964,0.017569512,0.89454925,0.993795637,uncharacterized protein LOC111125484 isoform X1
gene21982,-0.466629744,4.31241732,0.633675301,0.426010386,0.951191006,aprataxin-like isoform X1
